2	0.116339847	0.021110427
6	0.913179402	0.056468952
8	1.749635548	0.089488547
9	2.469977859	0.11370777
10.625	4.229452031	0.145234913
11.83333333	6.524791792	0.217965691
12.75	9.337626381	0.355761773
13.95833333	14.6992788	0.66854664
14.6875	16.94354317	0.625340123
15.77083333	26.15019762	1.331762969
16.64583333	35.20616335	1.93719535
17.5625	43.75822798	1.912444021
19.66666667	52.79004495	1.138926883
22.66666667	57.59576133	0.787128981
24.6875	60.4559039	0.747684766
24.85416667	1.236065215	0.125098857
25.10416667	3.48859262	0.280581796
25.34375	7.134757151	0.678055425
25.67708333	13.16134482	1.045385012
26.1875	24.66211605	1.463417758
26.6875	36.93649767	2.169686997
27.10416667	46.47270039	2.481151993
27.72916667	53.52675638	0.901013224
28.64583333	61.58989334	1.73759814
29.72916667	66.9795452	2.179717504
33.64583333	73.59235204	2.160550123
12.75	5528.324585	5192.969788
14.6875	8105.153966	1525.061725
15.77083333	16978.15166	9093.039719
17.5625	9292.393447	2842.984549
19.66666667	4227.103775	1905.934047
24.6875	3291.872983	598.0939323
25.10416667	18082.02156	15192.44061
25.67708333	31063.37082	21767.60699
26.1875	55345.0219	26952.44476
26.6875	87628.34626	10718.60339
27.10416667	87897.25131	32204.44349
28.64583333	17126.54924	5031.196956
33.64583333	11548.9382	5452.040973
2	23543.48356	24510.9376
8	32930.6031	6953.420814
12.75	332266.2101	12380.31566
14.6875	592100.844	408831.3935
15.77083333	872730.1974	406747.2041
17.5625	1512125.555	353049.2272
19.66666667	3005917.303	959256.2379
24.6875	2937384.592	720084.727
25.10416667	3385427.365	1638896.75
25.67708333	3911768.263	341167.0747
26.1875	4845338.317	291725.8412
26.6875	2969159.255	1504852.389
27.10416667	3823180.029	119140.3438
28.64583333	8387549.152	1938757.045
33.64583333	4234591.805	1484829.49
